age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
34,Male,Urban,580510,681,747822,36,26,5,0
57,Female,Rural,320114,816,380739,12,9,1,1
38,Male,Rural,1431264,782,169633,60,25,3,1
40,Male,Urban,1546223,578,892524,60,33,4,0
37,Female,Rural,996989,529,457983,12,1,1,0
28,Male,Urban,1276157,811,87937,60,19,3,1
51,Female,Rural,670377,661,975064,24,37,5,0
27,Male,Urban,265799,691,586185,72,39,1,0
27,Female,Urban,1685943,625,632445,36,36,2,1
60,Male,Urban,1892954,574,436693,72,33,5,0
23,Female,Urban,583348,405,413844,48,9,4,0
53,Female,Urban,1279634,727,216316,48,4,5,0
41,Female,Rural,1634131,802,473628,60,11,1,1
29,Male,Rural,1478662,689,201704,12,16,4,0
60,Female,Rural,598766,558,138414,72,34,2,0
40,Female,Urban,1443620,795,164401,24,33,1,1
44,Female,Urban,436547,891,648992,72,32,4,0
62,Female,Rural,1141010,716,290184,48,21,5,0
54,Male,Rural,1221266,877,449513,48,30,0,1
23,Male,Urban,1784457,681,278691,60,21,1,1
18,Female,Rural,1444277,709,625089,12,3,4,0
23,Female,Urban,367655,583,857941,48,35,5,0
39,Male,Urban,395902,470,929199,24,38,2,0
58,Male,Rural,1654995,886,323888,36,39,0,1
41,Female,Rural,1365024,827,165258,12,4,2,0
42,Male,Urban,1408755,388,93475,72,13,3,0
32,Male,Urban,1948606,486,957246,36,16,5,0
43,Female,Urban,1123796,658,424075,72,10,3,0
25,Female,Rural,186167,590,532314,36,32,2,0
41,Female,Urban,549789,516,250238,12,28,4,0
65,Male,Rural,376870,468,301699,24,2,3,0
55,Male,Urban,139041,672,830553,72,5,2,0
23,Female,Urban,1461470,786,135930,24,19,1,1
52,Female,Urban,284146,664,584182,72,10,0,0
59,Male,Rural,172232,652,502050,60,31,3,0
18,Female,Urban,511632,705,909546,12,30,1,1
63,Female,Urban,1471224,885,287479,12,33,3,0
53,Male,Urban,468406,684,576817,72,7,0,1
29,Male,Urban,1453393,345,758387,60,5,5,0
55,Male,Urban,878569,577,701639,24,15,1,0
28,Male,Urban,1184886,587,567267,72,2,3,0
29,Male,Urban,1871168,386,209789,12,39,0,0
59,Male,Urban,1191626,311,623508,12,28,2,0
56,Male,Urban,273522,638,121241,72,30,5,1
24,Female,Rural,266966,754,574350,36,39,4,0
28,Male,Urban,453330,710,636911,36,40,5,0
53,Female,Rural,1971201,445,865271,24,5,5,0
48,Female,Urban,1747268,391,124407,36,27,5,0
50,Female,Rural,1629406,892,416683,36,23,4,0
30,Female,Urban,1566178,840,230212,24,13,2,1
35,Female,Urban,1705548,509,235327,24,30,3,0
58,Female,Urban,1477528,455,335973,60,25,5,0
41,Male,Urban,1657830,710,530200,12,7,4,1
26,Female,Urban,158474,468,691345,12,23,3,0
48,Female,Urban,452432,588,293404,24,0,2,0
58,Female,Rural,1554208,599,807026,24,9,5,0
27,Male,Urban,460373,861,74602,48,31,3,1
19,Male,Urban,1910174,565,960712,72,7,2,0
55,Female,Rural,1480259,707,504684,72,18,1,0
32,Male,Urban,988000,319,108530,72,11,4,0
20,Female,Urban,721992,532,153460,36,14,4,0
60,Female,Rural,125693,354,339778,48,40,4,0
48,Female,Rural,126033,540,571219,12,36,1,0
23,Male,Urban,1529599,517,945586,24,10,0,0
20,Male,Urban,1018192,726,408281,60,33,5,0
28,Female,Urban,1464946,354,666339,72,16,4,0
32,Female,Urban,1789134,476,809152,12,27,3,0
62,Female,Rural,1688862,780,365067,24,13,4,1
45,Female,Rural,1797545,423,947545,72,23,2,0
27,Female,Urban,1780683,566,83309,12,20,1,0
55,Male,Urban,1011087,677,526746,48,37,5,0
64,Female,Urban,104907,505,946655,24,22,0,0
24,Male,Rural,1791360,895,731350,36,6,4,1
32,Male,Rural,1312780,319,480197,60,26,1,0
35,Female,Urban,1624227,371,530150,24,24,5,0
35,Female,Urban,1001695,894,280951,12,31,4,0
58,Female,Urban,1999923,375,131920,72,4,3,0
41,Male,Urban,1278859,588,734332,72,7,5,0
19,Male,Urban,1586706,542,974422,24,20,4,0
57,Male,Urban,796270,575,306381,36,31,4,0
37,Female,Urban,1988936,729,132216,36,27,1,0
51,Male,Rural,1597077,586,191635,72,2,3,0
60,Female,Rural,125117,419,921937,24,35,2,0
43,Female,Rural,1106662,547,714848,48,28,2,0
24,Male,Urban,206213,638,884023,72,24,4,0
55,Female,Rural,944712,617,461016,60,31,5,0
47,Female,Urban,743025,620,711130,60,20,5,0
59,Female,Urban,1982106,566,600187,36,24,5,0
22,Female,Urban,986109,582,916898,12,3,1,0
28,Male,Urban,1107239,784,993543,72,19,5,0
18,Male,Urban,1920756,869,541277,36,16,1,1
51,Female,Urban,979089,530,229630,72,1,1,0
18,Male,Urban,696294,492,148247,48,16,4,0
36,Female,Rural,905355,826,166410,72,34,3,0
19,Female,Rural,1334079,644,900107,36,12,3,0
38,Male,Urban,1762159,556,131440,48,12,5,0
37,Female,Urban,1653959,830,630535,48,33,4,1
40,Male,Urban,1466205,483,871889,12,3,1,0
38,Male,Rural,126329,875,807761,24,34,2,0
41,Female,Urban,1125690,487,575371,12,14,3,0
21,Male,Urban,306758,365,143587,12,26,5,0
29,Female,Urban,236314,587,630502,72,4,4,0
39,Male,Urban,797051,350,851873,24,9,3,0
37,Female,Rural,1752512,868,167405,24,20,1,1
35,Male,Urban,641505,383,676388,24,23,4,0
18,Female,Rural,569096,487,899187,12,20,0,0
47,Female,Urban,1431790,482,566024,36,33,2,0
50,Female,Urban,1105542,802,732128,36,30,2,0
41,Male,Rural,1948518,818,311500,12,40,2,1
31,Female,Rural,1338227,636,570087,24,15,4,0
53,Female,Rural,1556652,453,617269,12,26,0,0
22,Male,Urban,1686015,417,303512,36,21,0,0
28,Male,Rural,772028,650,497544,24,3,1,0
41,Female,Urban,533475,653,116785,12,28,0,1
48,Female,Rural,1283186,509,228988,36,9,0,0
30,Male,Urban,1677097,532,263173,24,28,0,0
33,Male,Urban,1605635,423,125066,24,39,1,0
41,Female,Urban,1722091,889,66903,60,28,4,1
30,Male,Urban,1163609,432,177855,24,27,5,0
41,Female,Urban,998773,514,941249,36,0,4,0
43,Male,Urban,1944095,300,672523,36,1,4,0
19,Female,Rural,880698,639,352862,48,3,3,0
33,Female,Rural,1915906,685,777678,72,8,1,0
55,Female,Urban,1292633,534,248302,36,3,4,0
63,Female,Urban,385543,876,783188,36,39,5,0
18,Male,Urban,986480,546,477177,36,28,4,0
28,Male,Rural,533221,477,135353,24,28,4,0
52,Male,Urban,1171660,606,992876,48,31,0,0
60,Male,Urban,1762129,596,617181,72,34,2,0
46,Female,Rural,645455,741,337923,48,19,2,0
54,Female,Urban,944714,376,726020,12,28,2,0
34,Male,Urban,1971117,879,612188,12,16,4,0
56,Male,Rural,877056,774,669451,48,28,0,0
59,Male,Rural,1527115,611,321151,48,19,1,0
45,Male,Urban,1046419,677,233193,24,29,1,1
46,Male,Urban,497467,527,755747,36,31,2,0
60,Male,Urban,1456988,779,421614,72,21,4,0
20,Male,Rural,375365,867,507842,48,28,5,0
27,Male,Urban,1391462,695,97139,72,22,1,1
59,Female,Urban,1719018,640,862570,72,5,3,0
31,Female,Urban,1197248,371,183348,60,14,5,0
29,Female,Urban,234850,705,589262,24,31,1,0
64,Male,Rural,727605,757,268208,12,15,5,0
59,Female,Rural,651820,361,314796,24,7,4,0
47,Female,Rural,302844,804,649130,48,22,1,1
49,Male,Urban,1476901,747,283219,60,14,4,0
49,Male,Rural,135007,327,607770,48,32,0,0
59,Male,Urban,715529,796,458792,72,10,1,1
49,Male,Urban,1322069,815,584647,12,24,1,1
43,Male,Urban,348038,728,914388,24,39,5,0
18,Female,Rural,1535946,696,131970,12,14,2,0
59,Male,Urban,1450582,894,730513,48,8,5,0
19,Male,Urban,1829563,397,85879,48,32,5,0
34,Male,Urban,1916889,792,183068,24,12,4,0
47,Female,Urban,927918,763,615879,48,24,0,1
56,Female,Rural,1356087,559,307908,36,25,0,0
24,Female,Urban,1677322,383,561258,24,26,2,0
44,Male,Urban,577553,407,347466,12,10,4,0
26,Male,Rural,184057,657,941366,60,33,2,0
39,Female,Urban,437597,649,881696,72,33,2,0
51,Male,Urban,1060192,739,67374,48,36,4,1
63,Female,Urban,655545,892,701445,60,36,2,0
18,Female,Urban,1319181,590,266441,12,8,5,0
26,Female,Urban,1392638,780,799770,60,25,1,1
37,Male,Urban,776284,509,195674,24,2,4,0
36,Female,Urban,1406591,414,216790,72,18,3,0
53,Female,Rural,1421963,716,627605,12,34,4,1
57,Female,Rural,1247008,400,284525,24,0,0,0
62,Male,Rural,479985,676,473516,24,9,1,0
21,Female,Urban,599757,652,312614,60,23,5,1
26,Female,Urban,1450123,892,859292,36,36,5,1
58,Female,Urban,210555,332,212933,24,35,1,0
39,Male,Urban,394912,624,372980,24,10,3,0
35,Female,Urban,1148114,851,85275,12,34,1,0
29,Female,Urban,774979,549,783100,72,32,1,0
59,Male,Urban,1189348,858,831137,36,40,1,1
60,Female,Rural,983521,582,701260,48,28,3,0
56,Female,Urban,1654890,434,106651,24,40,3,0
26,Female,Rural,756994,741,360522,12,33,3,0
23,Female,Urban,1698237,825,896786,60,39,5,0
36,Male,Rural,1902207,668,300543,12,10,1,0
65,Male,Urban,1747495,646,219443,36,0,4,1
64,Male,Urban,1857441,721,327876,12,40,4,0
24,Female,Urban,799491,857,886816,48,2,0,0
33,Male,Rural,1543686,446,81497,60,37,4,0
22,Female,Urban,990392,535,896988,60,40,2,0
33,Female,Urban,1973042,745,913803,72,14,4,1
18,Female,Urban,1022354,583,933478,24,25,3,0
54,Male,Urban,1729766,632,163949,36,1,5,0
56,Female,Urban,349703,716,487367,60,9,2,0
36,Female,Urban,1937069,686,499340,60,7,1,1
54,Female,Rural,1697315,827,687211,48,4,3,1
34,Male,Urban,284749,426,212966,12,10,4,0
43,Male,Rural,1229248,585,980756,48,11,5,0
39,Female,Urban,1217476,377,508032,36,11,1,0
25,Male,Urban,371210,684,443629,36,29,0,0
50,Female,Urban,1987005,844,914456,60,5,3,0
19,Female,Rural,452238,848,819633,24,0,2,0
47,Female,Urban,945779,456,473279,12,5,3,0
64,Male,Rural,1764717,464,836811,12,19,2,0
37,Female,Urban,793146,488,206577,36,9,2,0
35,Male,Urban,387607,307,944531,48,32,0,0
60,Male,Urban,1509292,618,438685,60,29,2,1
27,Male,Rural,435302,806,458833,72,3,1,1
41,Female,Urban,1971185,821,853631,12,15,2,0
21,Female,Urban,1070533,565,257429,48,27,5,0
54,Male,Urban,1227859,361,471367,48,30,2,0
21,Male,Urban,450182,385,54552,72,9,5,0
30,Female,Rural,1005800,856,198375,36,0,2,0
42,Female,Urban,816609,500,893149,60,39,3,0
30,Female,Urban,529479,786,327834,60,40,2,0
35,Female,Urban,1498437,896,610743,24,37,3,1
41,Female,Urban,1961416,394,562344,60,20,5,0
19,Male,Urban,816676,542,407149,36,27,3,0
65,Male,Urban,269663,544,727335,72,8,4,0
50,Female,Urban,649431,835,805350,48,20,0,0
36,Female,Urban,1431414,524,284962,12,16,0,0
26,Male,Urban,1607327,412,566942,48,6,5,0
45,Female,Urban,1796560,499,970313,12,18,5,0
52,Male,Urban,1979738,628,110776,24,2,0,0
56,Female,Urban,1193215,595,93383,24,17,2,0
27,Female,Rural,637332,732,317181,72,21,4,0
18,Male,Urban,645446,580,251533,24,9,5,0
59,Male,Rural,636527,423,135557,72,18,4,0
38,Male,Urban,829081,393,826591,72,22,0,0
26,Female,Urban,174550,388,302859,48,3,0,0
64,Female,Urban,1849962,502,353457,36,10,0,0
32,Female,Urban,636525,387,261690,60,18,3,0
52,Male,Urban,733279,459,366096,72,19,5,0
22,Male,Rural,544162,900,472713,72,19,3,1
58,Male,Urban,259732,421,791269,72,22,2,0
39,Male,Urban,1937191,575,439812,12,25,1,1
58,Male,Urban,1957230,547,122449,36,7,3,0
40,Male,Rural,629144,703,55424,72,3,4,1
24,Male,Urban,1322909,380,592604,60,13,3,0
40,Female,Urban,1945017,319,225522,12,0,4,0
61,Female,Urban,291988,765,772452,48,14,4,0
42,Male,Rural,1508671,825,311928,12,18,3,1
44,Female,Urban,225777,525,132503,48,26,5,0
58,Male,Urban,630695,331,460780,60,16,3,0
23,Female,Rural,1447430,469,270397,36,26,0,0
51,Female,Urban,207507,303,195224,12,15,4,0
26,Male,Rural,1210388,526,663940,60,23,2,0
50,Male,Urban,1972955,423,897491,24,12,1,0
23,Male,Urban,1969791,519,70850,72,24,3,0
54,Female,Urban,1436075,534,911034,72,33,0,0
48,Female,Rural,930923,789,698707,72,5,1,0
51,Male,Urban,665946,493,943018,36,33,2,0
58,Male,Urban,1927002,856,894909,72,13,3,1
46,Female,Rural,289385,605,419017,24,11,0,0
31,Male,Urban,295489,387,736045,72,36,0,0
53,Male,Rural,1684504,430,704798,24,11,3,0
53,Female,Urban,767037,322,777439,36,21,4,0
32,Male,Urban,1922763,694,622251,12,21,3,1
25,Female,Urban,1197182,739,477702,60,6,0,0
43,Female,Urban,550725,561,812315,36,30,5,0
53,Male,Rural,918328,625,565544,12,31,2,0
65,Female,Urban,1403703,334,591723,72,18,2,0
38,Female,Rural,1408768,696,96714,72,26,2,0
45,Female,Urban,1067356,836,420747,36,28,0,0
21,Male,Urban,1917736,892,947396,36,35,3,0
33,Female,Urban,557944,622,326724,72,16,3,0
39,Female,Urban,647155,879,846525,12,12,3,0
29,Female,Urban,288624,813,884179,24,29,4,0
33,Female,Urban,1081043,344,417202,48,9,4,0
57,Female,Rural,627557,361,975094,12,0,3,0
55,Female,Urban,1778783,858,60820,48,38,4,1
59,Male,Urban,703683,815,213057,48,33,4,1
54,Female,Urban,1463048,348,97132,36,21,3,0
46,Female,Urban,682547,375,275016,12,5,3,0
35,Male,Rural,769657,845,893280,12,29,0,1
27,Male,Urban,1033223,355,795118,24,2,3,0
59,Female,Urban,582225,597,721843,48,20,5,0
56,Male,Urban,1947819,496,456366,24,26,3,0
35,Male,Urban,1251878,588,260954,60,28,3,1
18,Male,Urban,218439,525,390909,48,10,5,0
56,Female,Urban,425085,523,573686,24,12,3,0
38,Male,Urban,1046389,878,590317,24,37,5,0
18,Female,Urban,1803465,659,368367,48,19,1,0
32,Male,Rural,885237,853,984855,72,1,1,1
21,Female,Urban,213585,343,366873,72,27,2,0
37,Female,Urban,1599304,740,77914,24,17,3,0
27,Female,Urban,1789751,335,367850,60,30,4,0
40,Female,Urban,1120377,724,169557,12,19,5,0
58,Female,Urban,601956,671,549894,60,13,5,0
51,Female,Rural,325292,814,123832,48,7,1,1
63,Male,Urban,682372,669,594261,36,25,5,0
65,Female,Urban,1143317,867,886198,72,20,1,0
50,Male,Urban,947829,739,885997,72,22,0,0
51,Male,Urban,649025,594,976737,48,5,4,0
56,Female,Rural,1229062,366,210614,72,18,5,0
27,Female,Urban,665855,620,116854,72,25,4,0
37,Male,Urban,674167,814,840861,12,2,1,1
18,Female,Rural,537960,682,155406,60,1,5,1
30,Female,Rural,1788194,430,91614,72,6,0,0
18,Male,Rural,1277557,336,161921,24,12,2,0
22,Male,Urban,582199,703,908292,24,13,3,0
33,Female,Urban,1932421,694,436275,36,9,4,0
32,Female,Urban,1717609,497,887206,60,28,3,0
45,Male,Urban,932290,364,359795,24,27,3,0
48,Female,Urban,1637811,420,678440,48,19,3,0
40,Female,Rural,1275400,638,662360,24,5,2,0
65,Female,Urban,1013323,671,278156,72,20,3,0
62,Female,Urban,877547,629,974772,12,9,2,0
60,Female,Urban,1048778,459,594407,60,6,1,0
34,Female,Urban,1123568,795,768802,24,2,1,1
51,Female,Urban,1485539,877,589491,24,11,0,1
30,Female,Rural,1990537,720,948748,12,18,5,0
31,Female,Rural,1388432,345,248497,72,26,4,0
28,Female,Urban,1763998,739,642074,24,16,0,0
45,Female,Rural,666982,605,987599,36,19,4,0
59,Male,Urban,365910,681,508159,72,10,4,0
49,Female,Urban,312177,700,599666,60,22,1,0
52,Male,Urban,902969,838,303179,24,26,0,1
48,Male,Urban,415573,609,775339,48,38,2,0
34,Female,Rural,1592151,840,268483,24,29,2,0
64,Female,Urban,889047,568,716216,72,28,5,0
26,Female,Urban,492830,732,579950,36,36,4,0
27,Female,Rural,1398996,324,267699,72,1,2,0
25,Male,Urban,432999,643,392240,72,0,1,0
38,Female,Urban,1773148,399,432844,48,18,5,0
30,Male,Urban,1407169,706,483294,72,24,0,1
22,Female,Urban,1761997,581,101393,36,4,2,0
23,Male,Urban,984431,859,167374,12,25,4,1
47,Female,Rural,458739,689,420942,48,38,0,0
48,Male,Urban,528873,373,710465,48,24,5,0
34,Female,Urban,1519825,722,947562,36,39,5,0
28,Male,Urban,1681764,356,761534,36,34,2,0
37,Male,Urban,1033359,390,768991,12,6,2,0
65,Male,Rural,112810,493,951566,48,1,5,0
26,Female,Rural,1842706,693,125290,72,26,3,0
19,Female,Urban,140933,795,729839,48,15,0,0
54,Male,Urban,1463029,499,982537,72,32,4,0
18,Female,Rural,1506794,308,172274,72,19,0,0
21,Female,Urban,193329,543,801174,48,18,4,0
53,Male,Urban,636529,883,214839,48,38,5,1
42,Male,Urban,1866046,345,297890,12,33,4,0
20,Male,Urban,1959539,512,871414,24,4,4,0
26,Male,Urban,1863645,596,404098,48,22,1,0
39,Male,Urban,1700022,717,951822,60,28,5,0
40,Male,Urban,338951,457,438855,12,3,2,0
29,Male,Urban,1663828,763,585039,72,21,2,1
27,Female,Urban,1283293,556,677207,24,14,2,0
51,Female,Urban,265961,858,784808,36,29,1,0
60,Female,Rural,983216,533,765541,72,27,2,0
27,Female,Rural,528925,457,841617,72,23,5,0
47,Male,Urban,1168840,705,894967,24,29,3,0
39,Male,Urban,1409950,314,338301,36,12,1,0
23,Male,Rural,1271820,895,170830,60,12,1,1
19,Female,Urban,1748903,322,471713,12,11,2,0
47,Female,Rural,1263166,508,869672,24,23,3,0
19,Male,Rural,192976,334,104897,36,30,4,0
49,Male,Urban,482831,538,353822,48,26,4,0
59,Female,Urban,935768,480,981782,60,25,2,0
33,Female,Rural,1799247,330,667163,60,20,0,0
29,Male,Urban,842068,709,192687,12,13,2,0
18,Male,Urban,1430109,499,746002,12,37,2,0
25,Female,Urban,1385607,480,91856,12,35,2,0
65,Male,Urban,821625,894,922247,12,9,5,0
30,Female,Rural,711433,745,709242,48,34,4,0
32,Female,Urban,1554059,855,270924,60,13,2,0
61,Female,Urban,1139793,357,676134,48,16,3,0
25,Male,Rural,1607894,760,453618,12,1,0,0
27,Male,Rural,1998632,616,455824,24,25,5,0
63,Male,Rural,1674175,879,175675,36,16,2,1
22,Female,Urban,120822,478,876283,24,32,0,0
36,Female,Rural,1225727,424,664393,60,0,5,0
64,Female,Urban,1942744,650,276387,60,36,1,1
55,Female,Rural,878851,490,58399,48,1,0,0
28,Female,Urban,964260,371,659764,36,13,4,0
60,Male,Rural,769558,774,296572,12,30,4,1
37,Male,Urban,690447,627,79218,12,27,4,0
37,Male,Urban,1582176,385,838032,24,40,0,0
38,Male,Urban,1878161,467,306310,36,17,5,0
35,Female,Rural,1449553,628,913905,48,15,2,0
27,Female,Rural,1377758,300,254820,12,10,2,0
51,Male,Urban,1222526,395,334441,60,7,3,0
43,Male,Urban,649816,511,387933,12,34,2,0
47,Male,Rural,904722,300,923303,36,18,4,0
26,Male,Urban,969512,573,223602,72,31,5,0
63,Female,Urban,300442,394,735504,60,7,2,0
48,Female,Rural,1564162,671,220229,48,34,1,1
59,Male,Urban,1499585,789,261182,12,11,1,1
21,Female,Urban,1135600,384,800570,60,17,3,0
23,Male,Urban,1999525,899,80223,48,31,1,0
31,Male,Rural,871044,798,853388,36,25,1,1
21,Female,Urban,1580509,860,627901,72,37,4,0
43,Male,Urban,849406,780,52551,48,5,3,1
64,Male,Urban,1333627,542,190134,48,12,3,0
65,Male,Urban,896884,806,791733,60,6,0,1
56,Male,Urban,403690,315,859492,12,35,0,0
34,Male,Urban,332360,454,509735,60,6,3,0
36,Male,Urban,1167829,788,972649,24,11,0,1
23,Male,Urban,1488024,480,987134,60,34,2,0
46,Female,Urban,1950598,463,694595,60,1,5,0
28,Male,Urban,1903244,690,519350,12,2,2,1
33,Male,Rural,1248655,589,560993,72,36,5,0
47,Male,Urban,314106,677,176167,36,20,1,1
42,Female,Rural,1602035,815,975931,24,29,2,0
57,Male,Rural,1300752,417,743083,12,26,4,0
28,Female,Urban,1467379,325,85091,72,26,5,0
24,Male,Urban,1650977,447,465612,12,10,0,0
43,Female,Urban,1722628,734,738742,48,17,4,0
39,Male,Urban,1422522,398,540960,24,6,4,0
42,Male,Urban,1585329,444,109860,48,1,3,0
36,Female,Urban,1000812,368,315457,48,25,1,0
48,Female,Rural,385905,585,433997,12,7,1,0
43,Female,Rural,1723419,360,66273,36,23,4,0
59,Male,Urban,181930,671,565185,12,0,1,0
58,Male,Urban,233069,323,833425,60,31,2,0
53,Female,Urban,845387,892,540724,36,34,4,0
40,Female,Urban,1653923,544,962035,24,17,0,0
64,Female,Urban,1254662,525,894688,36,33,1,0
30,Female,Urban,621932,334,760954,24,36,0,0
42,Male,Rural,255218,417,316821,48,6,2,0
19,Male,Urban,1607882,488,737522,12,22,1,0
19,Female,Urban,666011,758,989239,12,16,3,0
33,Female,Rural,1153222,591,807217,60,5,2,0
26,Female,Urban,1719770,421,446727,12,9,2,0
45,Female,Urban,804152,610,167717,36,23,5,0
30,Female,Urban,421358,873,966831,60,27,3,0
52,Female,Urban,381683,517,951385,12,30,0,0
58,Female,Rural,927728,653,671893,60,35,0,1
30,Female,Urban,1238742,627,302364,12,30,5,0
48,Male,Urban,1029088,435,504981,12,32,2,0
38,Female,Urban,1624828,368,954736,72,31,2,0
49,Female,Rural,1775371,408,550609,48,10,1,0
51,Male,Urban,1827314,854,132767,72,10,1,1
25,Female,Rural,270392,720,205431,12,3,2,0
58,Male,Urban,1833156,897,767464,12,5,1,1
65,Female,Urban,1118601,740,817827,36,31,3,0
19,Female,Urban,1326361,580,419370,24,25,1,0
55,Female,Rural,1915114,815,679549,36,31,2,1
49,Female,Urban,596847,848,837342,60,38,0,1
57,Male,Urban,1169905,435,358199,60,28,5,0
45,Male,Urban,776328,777,88729,12,4,0,1
54,Female,Urban,1534421,308,684341,12,2,3,0
58,Male,Urban,202472,890,876878,48,31,0,0
18,Female,Urban,1716986,542,208938,12,40,0,0
58,Male,Urban,978445,663,349152,36,13,2,0
27,Female,Urban,1413587,751,663973,36,23,2,0
21,Male,Rural,1525855,804,551734,36,32,2,0
52,Female,Rural,614853,364,199517,36,33,2,0
27,Female,Urban,878027,313,714176,24,30,2,0
64,Male,Urban,1893878,425,187962,72,24,5,0
28,Female,Urban,893834,837,316651,36,8,5,0
31,Female,Urban,342493,715,55880,36,23,5,0
55,Female,Rural,1140085,552,603973,60,37,5,0
29,Male,Urban,784611,685,129943,72,5,1,0
62,Female,Rural,1110911,519,144087,72,36,5,0
34,Male,Urban,1446775,732,662124,60,39,3,1
33,Male,Urban,1754949,502,753784,60,13,2,0
52,Female,Urban,1034321,834,254652,72,38,1,1
19,Male,Urban,639708,799,876421,72,19,4,0
28,Female,Rural,1691067,615,843800,12,29,5,0
58,Female,Rural,1414885,522,797271,60,6,2,0
20,Female,Urban,1147392,776,91347,12,22,3,1
46,Male,Urban,1599678,629,186916,60,40,3,0
35,Female,Urban,1412952,358,341704,36,20,5,0
37,Female,Urban,1064734,458,303252,60,1,3,0
64,Female,Urban,126249,555,213688,48,26,2,0
31,Female,Urban,788267,679,978447,12,29,5,0
51,Male,Urban,1790886,829,275520,36,20,0,1
48,Female,Rural,197879,663,684425,72,37,5,0
57,Female,Urban,1906491,522,68472,36,22,0,0
59,Female,Urban,798698,754,152905,36,34,4,0
35,Female,Urban,1698943,830,455032,72,20,4,0
47,Male,Rural,1123763,621,373045,60,37,4,0
42,Male,Rural,557335,601,529446,12,30,2,0
36,Female,Rural,1536635,519,562757,36,8,1,0
25,Male,Urban,1906656,465,534979,36,19,4,0
45,Male,Rural,1719855,456,289574,60,32,5,0
